person	document_count	total_words	first_date	last_date	profile_tags	top_families	top_organizations	top_office_positions	top_trial_roles	top_political_labels	top_accusatory_labels	top_generic_roles	top_document_types	top_processes	top_collections	interpretation_note
П.Н. Королева	1	3073	1936-12-22T16:01:38	1936-12-22T16:01:38	political_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1 | ГУГБ:1	директор:1 | комиссар:1 | нарком:1 | секретарь:1		правый:1		член:1	special_report:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
П.Н. Рокоса	1	3271	1937-02-17T11:19:05	1937-02-17T11:19:05	trial_role_context | political_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1 | ГУГБ:1 | НКВД:1	заместитель:1 | комиссар:1 | нарком:1 | начальник:1 | секретарь:1	обвиняемый:1	троцкист:1		сотрудник:1 | член:1	special_report:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
П.П. Григорьева	1	3562	1936-12-30T19:44:18	1936-12-30T19:44:18	trial_role_context | political_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ГУГБ:1 | НКВД:1	директор:1 | нарком:1 | начальник:1 | секретарь:1	свидетель:1	троцкист:1		кандидат:1 | член:1	interrogation_protocol:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
П.П. Северовым	1	231	1935-01-04T15:00:00	1935-01-04T15:00:00	trial_role_context	security_apparatus:1	ГУГБ:1 | НКВД:1		обвиняемый:1			член:1	confrontation_protocol:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
П.Т. Богачева	1	2129	1936-11-14T09:20:01	1936-11-14T09:20:01	trial_role_context | political_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1 | ГУГБ:1	комиссар:1 | начальник:1 | секретарь:1	обвиняемый:1 | свидетель:1	троцкист:1		член:1	special_report:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
П.Ф. Поляковым	1	302	1935-04-17T04:00:00	1935-04-17T04:00:00	trial_role_context	security_apparatus:1	ГУГБ:1		обвиняемый:1				confrontation_protocol:1	КРЕМЛЕВСКОЕ ДЕЛО:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
Р.А. Грюнштейн	1	4197	1936-07-04T00:10:00	1936-07-04T00:10:00	political_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1 | ГУГБ:1	комиссар:1 | начальник:1 | руководитель:1 | секретарь:1		троцкист:1		член:1	special_report:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
Р.Г. Миндель	1	2037	1935-03-16T02:00:00	1935-03-16T02:00:00	political_label_context	state_apparatus:1 | party_apparatus:1 | security_apparatus:1	ИНО ГУГБ:1 | НКВД:1 | ВКП(б):1 | ГУГБ:1 | ЦИК СССР:1	нарком:1 | начальник:1 | прокурор:1 | редактор:1 | секретарь:1		правый:1		сотрудник:1 | член:1	interrogation_protocol:1	КРЕМЛЕВСКОЕ ДЕЛО:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
Р.И. Тодорской	1	1396	1937-01-19T13:03:15	1937-01-19T13:03:15	political_label_context | accusatory_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1 | НКВД:1	комиссар:1 | нарком:1 | наркомвнудел:1 | начальник:1 | руководитель:1 | секретарь:1		троцкист:1	вредитель:1	член:1	special_report:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
Р.И. Эйхе	1	367	1936-09-05T13:47:29	1936-09-05T13:47:29	political_label_context	party_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1	заместитель:1 | начальник:1 | секретарь:1		троцкист:1		член:1	telegram:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
Р.П. Катаняна	1	654	1936-09-02T18:07:44	1936-09-02T18:07:44	political_label_context	press_media:1 | party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1 | Правда:1 | НКВД:1	прокурор:1		троцкист:1			administrative_report:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	ДРУГИЕ ДОКУМЕНТЫ:1	cooccurrence_profile_not_biographical_claim
Р.Ф. Брамбилло	1	2929	1937-02-15T10:47:34	1937-02-15T10:47:34	trial_role_context | accusatory_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ГУГБ:1 | НКВД:1	директор:1 | начальник:1 | секретарь:1	обвиняемый:1		вредитель:1	член:1	interrogation_protocol:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
С.А. Асилова	1	1551	1936-11-15T19:30:50	1936-11-15T19:30:50	trial_role_context | political_label_context	press_media:1 | party_apparatus:1 | security_apparatus:1	НКВД:1 | ВКП(б):1 | ГУГБ:1 | Правда:1 | ЦК ВКП(б):1	директор:1 | комиссар:1 | нарком:1 | редактор:1 | секретарь:1	обвиняемый:1	троцкист:1		член:1	special_report:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
С.А. Бабенко	1	1197	1936-11-10T20:46:36	1936-11-10T20:46:36	political_label_context	security_apparatus:1 | judicial_apparatus:1	Верховный Суд СССР:1 | ГУГБ:1	заместитель:1		троцкист:1		член:1	interrogation_protocol:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
С.А. Посвольского	1	2245	1936-08-28T10:52:55	1936-08-28T10:52:55	political_label_context	party_apparatus:1	ВКП(б):1 | Политбюро:1	директор:1 | нарком:1 | председатель:1 | прокурор:1 | руководитель:1 | секретарь:1		троцкист:1		член:1	interrogation_protocol:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
С.А. Раевского	1	1018	1936-10-08T14:51:00	1936-10-08T14:51:00	political_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ГУГБ:1 | КПК:1			правый:1 | троцкист:1		член:1	interrogation_protocol:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
С.А. Розентретера	1	925	1936-05-05T01:10:00	1936-05-05T01:10:00	political_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ГУГБ:1 | НКВД:1	корреспондент:1		троцкист:1		член:1	interrogation_protocol:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
С.А. Руднева	1	1130	1935-04-08T00:02:00	1935-04-08T00:02:00		security_apparatus:1	ГУГБ:1					член:1	interrogation_protocol:1	КРЕМЛЕВСКОЕ ДЕЛО:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
С.А. Саркисова	1	208	1936-11-25T19:19:49	1936-11-25T19:19:49	political_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1 | НКВД:1	директор:1 | секретарь:1		троцкист:1			memo_note:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
С.А. Туровского	1	868	1936-10-06T17:03:46	1936-10-06T17:03:46	political_label_context	press_media:1 | party_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1 | Правда:1	комиссар:1 | нарком:1		троцкист:1			letter:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
С.А. Шахиджанян	1	569	1936-03-22T00:00:00	1936-03-22T00:00:00	political_label_context	security_apparatus:1	ГУГБ:1			троцкист:1			interrogation_protocol:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
С.В. Мрачковском	1	1160	1936-09-03T19:35:43	1936-09-03T19:35:43	trial_role_context | political_label_context	press_media:1 | party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1 | Правда:1 | НКВД:1	директор:1 | прокурор:1 | руководитель:1	свидетель:1	правый:1 | троцкист:1			letter:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	ДРУГИЕ ДОКУМЕНТЫ:1	cooccurrence_profile_not_biographical_claim
С.В. Носова	1	5663	1937-02-11T15:40:21	1937-02-11T15:40:21	trial_role_context | political_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1 | ГУГБ:1 | НКВД:1	директор:1 | комиссар:1 | нарком:1 | наркомвнудел:1 | начальник:1 | секретарь:1	свидетель:1	правый:1 | троцкист:1		кандидат:1 | представитель:1 | член:1	special_report:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
С.В. Слащева	1	962	1936-04-11T03:00:00	1936-04-11T03:00:00	political_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ГУГБ:1 | НКВД:1			троцкист:1		сотрудник:1 | член:1	interrogation_protocol:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
С.Г. Виноградова	1	557	1933-03-13T07:05:07	1933-03-13T07:05:07	political_label_context	party_apparatus:1	ВКП(б):1			правый:1 | троцкист:1			interrogation_protocol:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	ПРЕДЫСТОРИЯ:1	cooccurrence_profile_not_biographical_claim
С.Г. Гродзенского	1	1419	1936-09-11T00:36:00	1936-09-11T00:36:00	political_label_context	state_apparatus:1 | party_apparatus:1 | security_apparatus:1	НКВД:1 | ВКП(б):1 | ГУГБ:1 | Политбюро:1 | Совнарком:1	директор:1 | комиссар:1 | председатель:1 | руководитель:1		правый:1 | троцкист:1		член:1	interrogation_protocol:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
С.Г. Семенова	1	358	1935-01-09T06:00:00	1935-01-09T06:00:00	trial_role_context | political_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ГУГБ:1 | НКВД:1	руководитель:1	обвиняемый:1	троцкист:1		член:1	interrogation_protocol:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
С.Г. Томсинского	1	2763	1936-06-10T00:14:00	1936-06-10T00:14:00	political_label_context	party_apparatus:1 | security_apparatus:1	ИНО ГУГБ:1 | НКВД:1 | ВКП(б):1 | ГУГБ:1 | ЦК ВКП(б):1	директор:1 | комиссар:1 | нарком:1 | председатель:1 | руководитель:1		троцкист:1		член:1	interrogation_protocol:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
С.Е. Эйдмана	1	5705	1936-12-19T00:29:00	1936-12-19T00:29:00	trial_role_context | political_label_context | accusatory_label_context	party_apparatus:1 | security_apparatus:1	НКВД:1 | ВКП(б):1 | ГУГБ:1 | ЦК ВКП(б):1 | Политбюро:1	заместитель:1 | комиссар:1 | начальник:1 | руководитель:1 | секретарь:1	обвиняемый:1	троцкист:1	агент:1	представитель:1 | член:1	special_report:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
С.И. Кавтарадзе	1	4321	1937-01-17T12:02:38	1937-01-17T12:02:38	political_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1 | ГУГБ:1	директор:1 | комиссар:1 | нарком:1 | председатель:1 | секретарь:1		правый:1 | троцкист:1		представитель:1 | член:1	special_report:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
С.Л. Кривоноса	1	3508	1936-11-01T01:29:00	1936-11-01T01:29:00	political_label_context	security_apparatus:1	ГУГБ:1 | НКВД:1	комиссар:1 | начальник:1		троцкист:1		член:1	interrogation_protocol:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
С.Л. Свирского	1	2134	1936-11-02T15:32:36	1936-11-02T15:32:36	political_label_context	party_apparatus:1 | judicial_apparatus:1	ВКП(б):1 | Верховный Суд СССР:1	директор:1 | заместитель:1 | начальник:1		троцкист:1		кандидат:1 | член:1	interrogation_protocol:1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
С.М. Житомирского	1	1375	1935-04-14T01:05:00	1935-04-14T01:05:00	political_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1 | ГУГБ:1			правый:1 | троцкист:1		член:1	interrogation_protocol:1	КРЕМЛЕВСКОЕ ДЕЛО:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
С.М. Тамаркина	1	248	1937-03-27T15:02:26	1937-03-27T15:02:26	political_label_context	party_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1	директор:1 | комиссар:1 | нарком:1 | начальник:1 | секретарь:1		троцкист:1		член:1	special_report:1	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
С.Н. Бограчева	1	657	1935-01-04T11:00:00	1935-01-04T11:00:00	political_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ОО ГУГБ НКВД:1 | ГУГБ:1 | НКВД:1	директор:1 | руководитель:1		троцкист:1		член:1	interrogation_protocol:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
С.Н. Бограчевым	1	650	1935-01-06T05:00:00	1935-01-06T05:00:00	trial_role_context | political_label_context	state_apparatus:1 | security_apparatus:1	ОО ГУГБ НКВД:1 | ГУГБ:1 | ЦИК СССР:1 | НКВД:1	директор:1 | руководитель:1	обвиняемый:1 | свидетель:1	троцкист:1			confrontation_protocol:1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
С.Н. Седых	1	1610	1936-05-25T00:10:00	1936-05-25T00:10:00	trial_role_context | political_label_context	party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ГУГБ:1	директор:1 | руководитель:1 | секретарь:1	обвиняемый:1	троцкист:1		кандидат:1	interrogation_protocol:1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	МАТЕРИАЛЫ СЛЕДСТВИЯ:1	cooccurrence_profile_not_biographical_claim
С.Н. Цыбульника	1	1159	1935-03-22T13:53:45	1935-03-22T13:53:45	political_label_context	state_apparatus:1 | party_apparatus:1 | security_apparatus:1	ВКП(б):1 | ЦК ВКП(б):1 | ЦИК СССР:1 | НКВД:1	посол:1 | председатель:1 | секретарь:1		троцкист:1		сотрудник:1	memo_note:1	КРЕМЛЕВСКОЕ ДЕЛО:1	МАТЕРИАЛЫ ПАРТИЙНОЙ ПРОВЕРКИ:1	cooccurrence_profile_not_biographical_claim
