person	total_process_documents	process_count	process_kind_count	top_process	top_process_document_count	top_process_share	process_distribution	process_kind_distribution	interpretation_note
М.И. Кащеева	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
М.И. Крушельницкого	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.И. Рябининой	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
М.И. Томской	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.К. Мухановой	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
М.Л. Елина	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.Л. Левина	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.М. Домбровским	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.М. Карпова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.М. Литвинова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.М. Малинова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.М. Михайлова	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
М.М. Оскольский-Финкельштейн	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.М. Харитоновым	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
М.Н. Авдеева	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
М.Н. Дьячкова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.Н. Уфимцевой	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.Н. Цинцадзе	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.П. Давыдова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.П. Луковского	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.П. Прибыловского	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.П. Стремякова	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
М.С. Голендо	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.С. Жалыбина-Быкова	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
М.С. Панфилова	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
М.С. Югова	1	1	1	РАЗНЫЕ ДОКУМЕНТЫ	1	1.0	РАЗНЫЕ ДОКУМЕНТЫ:1	misc:1	process_profile_from_document_cooccurrence
М.Ф. Иоэльсона	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.Х. Орлова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.Я. Карпова	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
М.Я. Презента	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
Н.А. Бобылева	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Н.А. Емельянова	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
Н.А. Королева	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Н.А. Углановым	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Н.В. Комогорова	1	1	1	РАЗНЫЕ ДОКУМЕНТЫ	1	1.0	РАЗНЫЕ ДОКУМЕНТЫ:1	misc:1	process_profile_from_document_cooccurrence
Н.Г. Андрейчука	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Н.Г. Ольховского	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Н.Г. Туманова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Н.Д. Зарицкого	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Н.Е. Нилендера	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Н.И. Андреева	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Н.И. Медникова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Н.И. Мильгевского	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Н.И. Третьякова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Н.И. Трубиева	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Н.К. Буянского	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Н.М. Букалова	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Н.М. Гальперина	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Н.Н. Ванага	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Н.Н. Колотилина	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Н.Н. Соина	1	1	1	РАЗНЫЕ ДОКУМЕНТЫ	1	1.0	РАЗНЫЕ ДОКУМЕНТЫ:1	misc:1	process_profile_from_document_cooccurrence
Н.П. Гаврилова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Н.Р. Кикнадзе	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Н.С. Веритовой	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Н.С. Сычева	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Н.С. Хрущева	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Н.Ф. Печерского	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
О.А. Лидака	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
О.А. Мешковской	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
О.Ф. Янкуса	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
П.А. Бака	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
П.А. Коркину	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
П.А. Кравкова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
П.В. Чистову	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
П.Г. Орлова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
П.И. Бакаева	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
П.И. Жиромского	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
П.И. Решетниченко	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
П.И. Шабалкина	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
П.К. Башенкова	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
П.Н. Кашина	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
П.Н. Королева	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
П.Н. Рокоса	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
П.П. Григорьева	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
П.П. Северовым	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
П.Т. Богачева	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
П.Ф. Поляковым	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
Р.А. Грюнштейн	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Р.Г. Миндель	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
Р.И. Тодорской	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Р.И. Эйхе	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Р.П. Катаняна	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Р.Ф. Брамбилло	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
С.А. Асилова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
С.А. Бабенко	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
С.А. Посвольского	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
С.А. Раевского	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
С.А. Розентретера	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
С.А. Руднева	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
С.А. Саркисова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
С.А. Туровского	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
С.А. Шахиджанян	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
С.В. Мрачковском	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
С.В. Носова	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
С.В. Слащева	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
С.Г. Виноградова	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
С.Г. Гродзенского	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
С.Г. Семенова	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
С.Г. Томсинского	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
С.Е. Эйдмана	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
С.И. Кавтарадзе	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
С.Л. Кривоноса	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
С.Л. Свирского	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
С.М. Житомирского	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
С.М. Тамаркина	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
С.Н. Бограчева	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
С.Н. Бограчевым	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
С.Н. Седых	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
С.Н. Цыбульника	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
С.О. Акопьяна	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
С.П. Раевского	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
С.П. Распевакина	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
С.П. Терихова	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
С.С. Раввы	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
С.Т. Узданского	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
С.Ф. Васильченко	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
С.Ф. Гелашвили	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Т.В. Мешковского	1	1	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	1.0	ПРОЦЕСС 19-23 АВГУСТА 1936 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Ф.А. Ксенофонтова	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Ф.В. Кипарисова	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Ф.В. Медведева	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Ф.В. Яблонской	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Ф.Г. Наливайко	1	1	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	1.0	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”:1	related_case:1	process_profile_from_document_cooccurrence
Ф.Д. Корнюшина	1	1	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	1.0	ПРОЦЕСС 2-12 МАРТА 1938 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Ф.И. Мерзликина	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Ф.И. Музыки	1	1	1	КРЕМЛЕВСКОЕ ДЕЛО	1	1.0	КРЕМЛЕВСКОЕ ДЕЛО:1	related_case:1	process_profile_from_document_cooccurrence
Ф.И. Никогда	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
Ф.И. Шубина	1	1	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	1.0	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.:1	major_show_trial:1	process_profile_from_document_cooccurrence
