person	raw_forms	document_count	total_words	first_date	last_date	process_count	processes	collection_count	collections
А.П. Удалова	А.П. Удалова	1	922	1936-04-09T00:00:00	1936-04-09T00:00:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.С. Булину	А.С. Булину	1	2159	1936-08-25T18:39:00	1936-08-25T18:39:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
А.С. Оввян	А.С. Оввян	1	993	1936-04-22T03:00:00	1936-04-22T03:00:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Ф. Кошелева	А.Ф. Кошелева	1	1832	1936-05-28T00:10:00	1936-05-28T00:10:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Ф. Ульянова	А.Ф. Ульянова	1	2372	1937-06-28T17:32:10	1937-06-28T17:32:10	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
А.Я. Аросеве	А.Я. Аросеве	1	1355	1936-08-01T14:52:26	1936-08-01T14:52:26	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
А.Я. Юскиной	А.Я. Юскиной	1	375	1934-12-12T02:24:00	1934-12-12T02:24:00	1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.А. Васильева	Б.А. Васильева	1	282	1935-03-29T11:50:26	1935-03-29T11:50:26	1	КРЕМЛЕВСКОЕ ДЕЛО	1	Г.Б. СИНАНИ-СКАЛОВ
Б.А. Двинскому	Б.А. Двинскому	1	868	1936-10-06T17:03:46	1936-10-06T17:03:46	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.Г. Мдивани	Б.Г. Мдивани	1	5002	1937-02-05T17:14:25	1937-02-05T17:14:25	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.Д. Берману	Б.Д. Берману	1	271	1936-12-31T15:43:29	1936-12-31T15:43:29	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.Е. Алдаданова	Б.Е. Алдаданова	1	4207	1937-02-02T18:22:43	1937-02-02T18:22:43	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.Е. Барского	Б.Е. Барского	1	5536	1937-01-02T17:08:38	1937-01-02T17:08:38	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.З. Ливянта	Б.З. Ливянта	1	878	1935-01-10T09:42:06	1935-01-10T09:42:06	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.Л. Колесникова	Б.Л. Колесникова	1	3436	1937-03-12T10:40:54	1937-03-12T10:40:54	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.Л. Лопатинского	Б.Л. Лопатинского	1	534	1935-04-13T02:00:00	1935-04-13T02:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.М. Беккера	Б.М. Беккера	1	1160	1936-09-03T19:35:43	1936-09-03T19:35:43	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
Б.О. Норкина	Б.О. Норкина	1	4510	1936-12-08T18:09:55	1936-12-08T18:09:55	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.П. Нестерова	Б.П. Нестерова	1	8605	1937-02-04T16:45:31	1937-02-04T16:45:31	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.П. Нестеровым	Б.П. Нестеровым	1	3298	1937-02-22T15:17:56	1937-02-22T15:17:56	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.С. Рабиновича	Б.С. Рабиновича	1	3657	1937-02-12T16:03:52	1937-02-12T16:03:52	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Б.Э. Раткая	Б.Э. Раткая	1	2612	1937-01-16T12:37:43	1937-01-16T12:37:43	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.А. Антонов-Овсеенко	В.А. Антонова-	1	978	1928-04-08T15:09:15	1928-04-08T15:09:15	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
В.А. Ваганяна	В.А. Ваганяна	1	222	1935-10-29T14:12:00	1935-10-29T14:12:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
В.А. Сорокина	В.А. Сорокина	1	217	1935-01-02T13:00:00	1935-01-02T13:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.А. Финашина	В.А. Финашина	1	5929	1936-10-05T00:36:00	1936-10-05T00:36:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.В. Ломинадзе	В.В. Ломинадзе	1	1014	1934-12-27T17:47:33	1934-12-27T17:47:33	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	ДРУГИЕ ДОКУМЕНТЫ
В.В. Румянцнева	В.В. Румянцнева	1	220	1934-12-22T00:00:00	1934-12-22T00:00:00	1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.В. Ульриху	В.В. Ульриху	1	248	1937-01-26T12:20:49	1937-01-26T12:20:49	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	ДРУГИЕ ДОКУМЕНТЫ
В.Г. Лукина	В.Г. Лукина	1	237	1935-01-23T02:00:00	1935-01-23T02:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.Д. Вуйовичем	В.Д. Вуйовичем	1	647	1935-04-01T00:00:00	1935-04-01T00:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.Д. Томленова	В.Д. Томленова	1	3262	1937-02-14T16:07:49	1937-02-14T16:07:49	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.Е. Цесарского	В.Е. Цесарского	1	931	1935-10-17T18:33:00	1935-10-17T18:33:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	ДРУГИЕ ДОКУМЕНТЫ
В.И. Демченко	В.И. Демченко	1	1108	1936-03-15T00:00:00	1936-03-15T00:00:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.И. Клюшенкова	В.И. Клюшенкова	1	764	1936-04-10T01:00:00	1936-04-10T01:00:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.К. Жарикова	В.К. Жарикова	1	879	1936-09-10T01:36:00	1936-09-10T01:36:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.К. Клейна	В.К. Клейна	1	769	1935-03-15T00:00:00	1935-03-15T00:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.К. Путны	В.К. Путны	1	3747	1936-08-31T00:20:00	1936-08-31T00:20:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.К. Сотскова	В.К. Сотскова	1	154	1935-05-09T14:56:00	1935-05-09T14:56:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ ПАРТИЙНОЙ ПРОВЕРКИ
В.Л. Горохова	В.Л. Горохова	1	1929	1936-09-18T00:36:00	1936-09-18T00:36:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.М. Меерсона	В.М. Меерсона	1	2334	1936-11-14T19:08:29	1936-11-14T19:08:29	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.М. Мулина	В.М. Мулина	1	2159	1936-08-25T18:39:00	1936-08-25T18:39:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
В.Н. Гутман	В.Н. Гутман	1	1245	1936-05-09T00:10:00	1936-05-09T00:10:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.Н. Слепкова	В.Н. Слепкова	1	4901	1937-02-13T20:44:59	1937-02-13T20:44:59	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.П. Второва	В.П. Второва	1	1804	1936-05-11T11:08:07	1936-05-11T11:08:07	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
В.П. Шевелев-Лубков	В.П. Шевелева-	1	3167	1937-01-21T19:50:04	1937-01-21T19:50:04	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.Ф. Бейтельспахера	В.Ф. Бейтельспахера	1	1436	1937-01-20T20:19:55	1937-01-20T20:19:55	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.Ф. Захариной	В.Ф. Захариной	1	1154	1936-11-19T16:37:10	1936-11-19T16:37:10	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.Ф. Логиновым	В.Ф. Логиновым	1	5452	1936-10-14T01:36:00	1936-10-14T01:36:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.Ф. Степанова	В.Ф. Степанова	1	1783	1936-09-25T00:36:00	1936-09-25T00:36:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
В.Я. Родака	В.Я. Родака	1	1384	1936-11-29T14:46:25	1936-11-29T14:46:25	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.А. Абрамова	Г.А. Абрамова	1	1196	1936-11-18T21:49:03	1936-11-18T21:49:03	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.А. Татулова	Г.А. Татулова	1	2161	1937-01-22T14:05:16	1937-01-22T14:05:16	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.А. Татуловым	Г.А. Татуловым	1	346	1937-02-07T19:41:08	1937-02-07T19:41:08	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.Б. Берндта	Г.Б. Берндта	1	650	1936-03-25T02:00:00	1936-03-25T02:00:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.Б. Либермана	Г.Б. Либермана	1	4815	1935-04-07T00:10:00	1935-04-07T00:10:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.Г. Матитайшвили	Г.Г. Матитайшвили	1	2104	1936-09-01T16:48:05	1936-09-01T16:48:05	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.Д. Арсентьева	Г.Д. Арсентьева	1	2609	1936-11-18T15:42:57	1936-11-18T15:42:57	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.Е. Меерсона	Г.Е. Меерсона	1	2922	1936-04-20T01:00:00	1936-04-20T01:00:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.И. Исаева	Г.И. Исаева	1	455	1934-12-31T07:00:00	1934-12-31T07:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.И. Миронова	Г.И. Миронова	1	336	1935-01-03T15:00:00	1935-01-03T15:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.И. Серебряковой	Г.И. Серебряковой	1	1027	1936-08-16T14:53:54	1936-08-16T14:53:54	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	ДРУГИЕ ДОКУМЕНТЫ
Г.К. Фельдмана	Г.К. Фельдмана	1	2698	1936-10-08T00:36:00	1936-10-08T00:36:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.М. Дрязгова	Г.М. Дрязгова	1	337	1935-01-02T15:00:00	1935-01-02T15:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.М. Ивановой	Г.М. Ивановой	1	1361	1935-03-28T03:00:00	1935-03-28T03:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.М. Маленкова	Г.М. Маленкова	1	421	1935-01-26T09:44:30	1935-01-26T09:44:30	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	ДРУГИЕ ДОКУМЕНТЫ
Г.М. Маленкову	Г.М. Маленкову	1	367	1936-09-05T13:47:29	1936-09-05T13:47:29	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.М. Сыроквашева	Г.М. Сыроквашева	1	1582	1936-10-20T08:16:31	1936-10-20T08:16:31	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.П. Адамяна	Г.П. Адамяна	1	464	1936-03-23T01:00:00	1936-03-23T01:00:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.П. Вяткина	Г.П. Вяткина	1	2447	1936-03-27T00:00:00	1936-03-27T00:00:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.Р. Николаева	Г.Р. Николаева	1	2184	1936-10-10T00:36:00	1936-10-10T00:36:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.С. Биткера	Г.С. Биткера	1	3307	1936-12-30T01:29:00	1936-12-30T01:29:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.С. Герасимато	Г.С. Герасимато	1	1939	1937-03-06T21:20:18	1937-03-06T21:20:18	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.С. Зайделя	Г.С. Зайделя	1	2934	1936-06-09T00:14:00	1936-06-09T00:14:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.С. Люшкову	Г.С. Люшкову	1	900	1936-08-18T00:10:00	1936-08-18T00:10:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	СПРАВКА
Г.С. Тымянского	Г.С. Тымянского	1	2781	1936-06-08T00:14:00	1936-06-08T00:14:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.Т. Мясничкова	Г.Т. Мясничкова	1	520	1936-03-21T05:00:00	1936-03-21T05:00:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.Ф. Самойловича	Г.Ф. Самойловича	1	1032	1935-12-10T01:03:00	1935-12-10T01:03:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Г.Ф. Федоровым	Г.Ф. Федоровым	1	291	1935-01-02T20:00:00	1935-01-02T20:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Д.А. Аникина	Д.А. Аникина	1	946	1935-01-06T04:00:00	1935-01-06T04:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Д.А. Аникиным	Д.А. Аникиным	1	650	1935-01-06T05:00:00	1935-01-06T05:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Д.А. Сниткина	Д.А. Сниткина	1	258	1933-04-17T12:27:22	1933-04-17T12:27:22	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	ПРЕДЫСТОРИЯ
Д.А. Сниткиным	Д.А. Сниткиным	1	312	1933-04-17T12:29:25	1933-04-17T12:29:25	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	ПРЕДЫСТОРИЯ
Д.А. Тайца	Д.А. Тайца	1	1253	1936-09-04T00:36:00	1936-09-04T00:36:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Д.В. Полуяна	Д.В. Полуяна	1	232	1935-01-23T01:00:00	1935-01-23T01:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Д.В. Сафронова	Д.В. Сафронова	1	2463	1936-10-16T18:32:45	1936-10-16T18:32:45	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Д.М. Лупашко	Д.М. Лупашко	1	2902	1937-01-11T12:30:08	1937-01-11T12:30:08	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Д.П. Албанского	Д.П. Албанского	1	347	1935-01-04T09:00:00	1935-01-04T09:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Д.П. Розита	Д.П. Розита	1	3514	1937-02-09T21:11:59	1937-02-09T21:11:59	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Д.С. Гуревича	Д.С. Гуревича	1	1383	1936-09-10T13:07:25	1936-09-10T13:07:25	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
Д.С. Зенцова	Д.С. Зенцова	1	1702	1937-01-12T16:17:28	1937-01-12T16:17:28	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Д.С. Тайца	Д.С. Тайца	1	380	1935-02-19T10:39:33	1935-02-19T10:39:33	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
Д.Ф. Бузина	Д.Ф. Бузина	1	390	1933-03-21T07:08:50	1933-03-21T07:08:50	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	ПРЕДЫСТОРИЯ
Д.Ф. Бузиным	Д.Ф. Бузиным	1	203	1933-03-21T08:02:07	1933-03-21T08:02:07	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	ПРЕДЫСТОРИЯ
Д.Я. Александрова	Д.Я. Александрова	1	2195	1937-01-31T21:34:06	1937-01-31T21:34:06	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.А. Кондратьевой	Е.А. Кондратьевой	1	249	1935-01-18T02:00:00	1935-01-18T02:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.А. Преображенского	Е.А. Преображенского	1	1373	1929-07-10T11:11:00	1929-07-10T11:11:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
Е.Б. Федосеева	Е.Б. Федосеева	1	4384	1937-01-16T19:57:11	1937-01-16T19:57:11	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.В. Пикель	Е.В. Пикель	1	308	1936-08-11T18:39:00	1936-08-11T18:39:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
Е.Г. Соловьевой	Е.Г. Соловьевой	1	948	1935-04-13T01:00:00	1935-04-13T01:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.И. Лакиды	Е.И. Лакиды	1	618	1935-04-17T03:00:00	1935-04-17T03:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.И. Медкова	Е.И. Медкова	1	1004	1935-04-14T02:05:00	1935-04-14T02:05:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.И. Перлина	Е.И. Перлина	1	652	1936-10-02T11:28:50	1936-10-02T11:28:50	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.М. Бочарова	Е.М. Бочарова	1	1623	1936-04-26T02:28:00	1936-04-26T02:28:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.М. Дебрева	Е.М. Дебрева	1	1099	1936-03-17T13:38:00	1936-03-17T13:38:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.М. Пружанской	Е.М. Пружанской	1	987	1936-10-23T22:12:20	1936-10-23T22:12:20	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.М. Ярославским	Е.М. Ярославским	1	1729	1932-10-09T09:44:57	1932-10-09T09:44:57	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	ДРУГИЕ ДОКУМЕНТЫ
Е.П. Рудневой	Е.П. Рудневой	1	825	1935-04-04T04:00:00	1935-04-04T04:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.С. Мельниковой	Е.С. Мельниковой	1	594	1935-04-05T01:10:00	1935-04-05T01:10:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.Т. Тимофеева	Е.Т. Тимофеева	1	1148	1935-01-02T18:00:00	1935-01-02T18:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.Т. Черкасовой	Е.Т. Черкасовой	1	702	1935-04-23T03:00:00	1935-04-23T03:00:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.Ф. Ермолаевой	Е.Ф. Ермолаевой	1	1433	1935-03-15T10:35:01	1935-03-15T10:35:01	1	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	1	ДРУГИЕ ДОКУМЕНТЫ
Е.Ф. Куликовым	Е.Ф. Куликовым	1	6804	1936-12-07T10:03:28	1936-12-07T10:03:28	1	ПРОЦЕСС 2-12 МАРТА 1938 г.	1	БУХАРИН
Е.Ф. Тойво-Пешина	Е.Ф. Тойво-	1	665	1936-10-21T08:13:58	1936-10-21T08:13:58	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.Э. Чернозубовой	Е.Э. Чернозубовой	1	995	1935-04-02T00:40:00	1935-04-02T00:40:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
Е.Я. Буклея	Е.Я. Буклея	1	1406	1935-04-07T01:01:00	1935-04-07T01:01:00	1	КРЕМЛЕВСКОЕ ДЕЛО	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
З.Е. Саркисьяна	З.Е. Саркисьяна	1	3141	1935-10-07T21:55:49	1935-10-07T21:55:49	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	ДРУГИЕ ДОКУМЕНТЫ
З.И. Фридмана	З.И. Фридмана	1	2338	1936-03-20T00:51:00	1936-03-20T00:51:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
З.Н. Гайдеровой	З.Н. Гайдеровой	1	247	1935-01-11T07:00:00	1935-01-11T07:00:00	1	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
З.С. Синициной	З.С. Синициной	1	1009	1936-03-21T04:00:00	1936-03-21T04:00:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.А. Акулову	И.А. Акулову	1	498	1935-07-31T12:12:44	1935-07-31T12:12:44	1	КРЕМЛЕВСКОЕ ДЕЛО	1	ДРУГИЕ ДОКУМЕНТЫ
И.А. Данилова	И.А. Данилова	1	2298	1936-10-11T00:36:00	1936-10-11T00:36:00	1	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
И.А. Мальгина	И.А. Мальгина	1	2111	1935-08-17T12:12:05	1935-08-17T12:12:05	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	ДРУГИЕ ДОКУМЕНТЫ
И.А. Масленникова	И.А. Масленникова	1	3049	1936-04-26T00:24:00	1936-04-26T00:24:00	1	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	1	МАТЕРИАЛЫ СЛЕДСТВИЯ
